,name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,transcription_factor,data_source,endedness,genetically_modified,nonzero_mean
1231,EFO:0002784 TF ChIP-seq RELA,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,RELA,encode,paired,False,0.8275986313819885
1232,EFO:0002784 TF ChIP-seq RELB,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,RELB,encode,paired,False,0.7890749573707581
1233,EFO:0002784 TF ChIP-seq REST,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,REST,encode,single,False,1.3281280994415283
1234,EFO:0002784 TF ChIP-seq RFX5,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,RFX5,encode,single,False,0.927302360534668
1235,EFO:0002784 TF ChIP-seq RUNX3,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,RUNX3,encode,single,False,0.7395882606506348
1236,EFO:0002784 TF ChIP-seq SIN3A,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,SIN3A,encode,single,False,0.9674800038337708
1237,EFO:0002784 TF ChIP-seq SMAD1,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,SMAD1,encode,paired,False,0.8233011960983276
1238,EFO:0002784 TF ChIP-seq SMAD5,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,SMAD5,encode,single,False,1.0011628866195679
1239,EFO:0002784 TF ChIP-seq SMARCA5,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,SMARCA5,encode,paired,False,0.7688422203063965
1240,EFO:0002784 TF ChIP-seq SMC3,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,SMC3,encode,single,False,0.8684404492378235
1241,EFO:0002784 TF ChIP-seq SP1,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,SP1,encode,single,False,1.6579777002334595
1242,EFO:0002784 TF ChIP-seq SPI1,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,SPI1,encode,single,False,1.0628377199172974
1243,EFO:0002784 TF ChIP-seq SRF,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,SRF,encode,single,False,1.4463177919387817
1244,EFO:0002784 TF ChIP-seq STAT5A,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,STAT5A,encode,single,False,0.8305513858795166
1245,EFO:0002784 TF ChIP-seq SUPT20H,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,SUPT20H,encode,single,False,1.0135798454284668
1246,EFO:0002784 TF ChIP-seq TAF1,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,TAF1,encode,single,False,1.1568516492843628
1247,EFO:0002784 TF ChIP-seq TARDBP,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,TARDBP,encode,paired,False,0.801723062992096
1248,EFO:0002784 TF ChIP-seq TBL1XR1,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,TBL1XR1,encode,single,False,0.9644992351531982
1249,EFO:0002784 TF ChIP-seq TBP,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,TBP,encode,single,False,0.8730894923210144
1250,EFO:0002784 TF ChIP-seq TBX21,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,TBX21,encode,paired,False,0.8617342114448547
1251,EFO:0002784 TF ChIP-seq TCF12,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,TCF12,encode,paired,False,0.8118125796318054
1252,EFO:0002784 TF ChIP-seq TCF3,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,TCF3,encode,single,False,1.753556489944458
1253,EFO:0002784 TF ChIP-seq TCF7,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,TCF7,encode,single,False,0.8476194143295288
1254,EFO:0002784 TF ChIP-seq TRIM22,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,TRIM22,encode,paired,False,0.779391884803772
1255,EFO:0002784 TF ChIP-seq USF2,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,USF2,encode,single,False,1.0036530494689941
1256,EFO:0002784 TF ChIP-seq YY1,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,YY1,encode,single,False,1.254370093345642
1257,EFO:0002784 TF ChIP-seq ZBED1,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,ZBED1,encode,single,False,0.8435477018356323
1258,EFO:0002784 TF ChIP-seq ZBTB11 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB11,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,ZBTB11,encode,paired,True,0.7937339544296265
1259,EFO:0002784 TF ChIP-seq ZBTB40,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,ZBTB40,encode,paired,False,0.7015077471733093
1260,EFO:0002784 TF ChIP-seq ZFP36,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,ZFP36,encode,single,False,0.8901944756507874
1261,EFO:0002784 TF ChIP-seq ZNF207,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,ZNF207,encode,paired,False,0.805801272392273
1262,EFO:0002784 TF ChIP-seq ZNF217,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,ZNF217,encode,paired,False,0.7593768239021301
1263,EFO:0002784 TF ChIP-seq ZNF24,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,ZNF24,encode,paired,False,0.7822429537773132
1264,EFO:0002784 TF ChIP-seq ZNF384,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,ZNF384,encode,single,False,0.9425265789031982
1265,EFO:0002784 TF ChIP-seq ZNF687,.,TF ChIP-seq,EFO:0002784,GM12878,cell_line,adult,ZNF687,encode,paired,False,0.766869306564331
1266,EFO:0002785 TF ChIP-seq POLR2A,.,TF ChIP-seq,EFO:0002785,GM12891,cell_line,unknown,POLR2A,encode,single,False,1.0440921783447266
1267,EFO:0002785 TF ChIP-seq POLR2AphosphoS5,.,TF ChIP-seq,EFO:0002785,GM12891,cell_line,unknown,POLR2AphosphoS5,encode,single,False,1.2004681825637817
1268,EFO:0002785 TF ChIP-seq POU2F2,.,TF ChIP-seq,EFO:0002785,GM12891,cell_line,unknown,POU2F2,encode,single,False,0.886300802230835
1269,EFO:0002785 TF ChIP-seq SPI1,.,TF ChIP-seq,EFO:0002785,GM12891,cell_line,unknown,SPI1,encode,single,False,1.0274730920791626
1270,EFO:0002785 TF ChIP-seq TAF1,.,TF ChIP-seq,EFO:0002785,GM12891,cell_line,unknown,TAF1,encode,single,False,0.994174599647522
1271,EFO:0002785 TF ChIP-seq YY1,.,TF ChIP-seq,EFO:0002785,GM12891,cell_line,unknown,YY1,encode,single,False,1.1923378705978394
1272,EFO:0002786 TF ChIP-seq POLR2A,.,TF ChIP-seq,EFO:0002786,GM12892,cell_line,unknown,POLR2A,encode,single,False,0.917452335357666
1273,EFO:0002786 TF ChIP-seq POLR2AphosphoS5,.,TF ChIP-seq,EFO:0002786,GM12892,cell_line,unknown,POLR2AphosphoS5,encode,single,False,1.1861841678619385
1274,EFO:0002786 TF ChIP-seq TAF1,.,TF ChIP-seq,EFO:0002786,GM12892,cell_line,unknown,TAF1,encode,single,False,1.083040714263916
1275,EFO:0002786 TF ChIP-seq YY1,.,TF ChIP-seq,EFO:0002786,GM12892,cell_line,unknown,YY1,encode,single,False,1.0295073986053467
1276,EFO:0002791 TF ChIP-seq BRCA1,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,BRCA1,encode,single,False,0.9932080507278442
1277,EFO:0002791 TF ChIP-seq BRF2,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,BRF2,encode,single,False,1.1048264503479004
1278,EFO:0002791 TF ChIP-seq CEBPB,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,CEBPB,encode,single,False,1.1624259948730469
1279,EFO:0002791 TF ChIP-seq CHD2,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,CHD2,encode,single,False,1.2239834070205688
1280,EFO:0002791 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,CTCF,encode,single,False,1.0624818801879883
1281,EFO:0002791 TF ChIP-seq E2F1,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,E2F1,encode,single,False,1.106582522392273
1282,EFO:0002791 TF ChIP-seq E2F4,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,E2F4,encode,single,False,1.1643184423446655
1283,EFO:0002791 TF ChIP-seq ELK1,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,ELK1,encode,single,False,1.0448529720306396
1284,EFO:0002791 TF ChIP-seq ELK4,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,ELK4,encode,single,False,1.0486832857131958
1285,EFO:0002791 TF ChIP-seq EP300,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,EP300,encode,single,False,0.7627109885215759
1286,EFO:0002791 TF ChIP-seq GABPA,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,GABPA,encode,single,False,1.1946576833724976
1287,EFO:0002791 TF ChIP-seq GTF2F1,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,GTF2F1,encode,single,False,1.0831323862075806
1288,EFO:0002791 TF ChIP-seq HCFC1,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,HCFC1,encode,single,False,0.9613363742828369
1289,EFO:0002791 TF ChIP-seq JUN,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,JUN,encode,single,False,1.0540261268615723
1290,EFO:0002791 TF ChIP-seq JUND,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,JUND,encode,single,False,1.106735348701477
1291,EFO:0002791 TF ChIP-seq MAFF,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,MAFF,encode,single,False,0.9096593260765076
1292,EFO:0002791 TF ChIP-seq MAFK,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,MAFK,encode,single,False,0.9504102468490601
1293,EFO:0002791 TF ChIP-seq MAX,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,MAX,encode,single,False,1.0167754888534546
1294,EFO:0002791 TF ChIP-seq MAZ,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,MAZ,encode,single,False,1.0946065187454224
1295,EFO:0002791 TF ChIP-seq MXI1,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,MXI1,encode,single,False,1.1129454374313354
1296,EFO:0002791 TF ChIP-seq NFE2L2,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,NFE2L2,encode,single,False,0.9645558595657349
1297,EFO:0002791 TF ChIP-seq NFYA,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,NFYA,encode,single,False,1.1656769514083862
1298,EFO:0002791 TF ChIP-seq NFYB,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,NFYB,encode,single,False,1.1003735065460205
1299,EFO:0002791 TF ChIP-seq NR2C2,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,NR2C2,encode,single,False,1.1807140111923218
1300,EFO:0002791 TF ChIP-seq POLR2A,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,POLR2A,encode,single,False,1.2115081548690796
1301,EFO:0002791 TF ChIP-seq POLR2AphosphoS2,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,POLR2AphosphoS2,encode,single,False,1.3249441385269165
1302,EFO:0002791 TF ChIP-seq POLR3A,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,POLR3A,encode,single,False,1.0765990018844604
1303,EFO:0002791 TF ChIP-seq PRDM1,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,PRDM1,encode,single,False,1.0881224870681763
1304,EFO:0002791 TF ChIP-seq RAD21,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,RAD21,encode,single,False,1.2690222263336182
1305,EFO:0002791 TF ChIP-seq REST,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,REST,encode,single,False,1.284610629081726
1306,EFO:0002791 TF ChIP-seq RFX5,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,RFX5,encode,single,False,0.9827273488044739
1307,EFO:0002791 TF ChIP-seq SMARCB1,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,SMARCB1,encode,single,False,1.3108223676681519
1308,EFO:0002791 TF ChIP-seq SMARCC1,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,SMARCC1,encode,single,False,0.9797285795211792
1309,EFO:0002791 TF ChIP-seq SMC3,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,SMC3,encode,single,False,0.8709062933921814
1310,EFO:0002791 TF ChIP-seq STAT3,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,STAT3,encode,single,False,1.042009711265564
1311,EFO:0002791 TF ChIP-seq SUPT20H,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,SUPT20H,encode,single,False,1.1725451946258545
1312,EFO:0002791 TF ChIP-seq TAF1,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,TAF1,encode,single,False,1.2314451932907104
1313,EFO:0002791 TF ChIP-seq TBP,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,TBP,encode,single,False,1.1317002773284912
1314,EFO:0002791 TF ChIP-seq TCF7L2,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,TCF7L2,encode,single,False,0.7594085931777954
1315,EFO:0002791 TF ChIP-seq USF2,.,TF ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,USF2,encode,single,False,1.055086374282837
1316,EFO:0002793 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0002793,HL-60,cell_line,adult,CTCF,encode,single,False,2.708632707595825
1317,EFO:0002793 TF ChIP-seq GABPA,.,TF ChIP-seq,EFO:0002793,HL-60,cell_line,adult,GABPA,encode,single,False,0.9271953105926514
1318,EFO:0002793 TF ChIP-seq POLR2AphosphoS5,.,TF ChIP-seq,EFO:0002793,HL-60,cell_line,adult,POLR2AphosphoS5,encode,single,False,0.9963319897651672
1319,EFO:0002793 TF ChIP-seq SPI1,.,TF ChIP-seq,EFO:0002793,HL-60,cell_line,adult,SPI1,encode,single,False,1.103271484375
1320,EFO:0002798 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0002798,NB4,cell_line,adult,CTCF,encode,single,False,1.6413131952285767
1321,EFO:0002798 TF ChIP-seq MAX,.,TF ChIP-seq,EFO:0002798,NB4,cell_line,adult,MAX,encode,single,False,0.9357728362083435
1322,EFO:0002798 TF ChIP-seq MYC,.,TF ChIP-seq,EFO:0002798,NB4,cell_line,adult,MYC,encode,single,False,1.040799856185913
1323,EFO:0002798 TF ChIP-seq POLR2A,.,TF ChIP-seq,EFO:0002798,NB4,cell_line,adult,POLR2A,encode,single,False,3.8026444911956787
1324,EFO:0002819 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0002819,Calu3,cell_line,adult,CTCF,encode,single,False,1.0283527374267578
1325,EFO:0002824 TF ChIP-seq CBX3,.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,adult,CBX3,encode,single,False,0.8107402324676514
1326,EFO:0002824 TF ChIP-seq CEBPB,.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,adult,CEBPB,encode,single,False,0.8486549258232117
1327,EFO:0002824 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,adult,CTCF,encode,single,False,0.7808284759521484
1328,"EFO:0002824 TF ChIP-seq CTCF genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, genetically modified (insertion) using CRISPR targeting H. sapiens BRD4",.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,unknown,CTCF,encode,single,True,0.905817449092865
1329,"EFO:0002824 TF ChIP-seq CTCF genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, genetically modified (insertion) using CRISPR targeting H. sapiens CDK7",.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,unknown,CTCF,encode,single,True,0.8943561911582947
1330,"EFO:0002824 TF ChIP-seq CTCF genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, genetically modified (insertion) using CRISPR targeting H. sapiens CTCF",.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,unknown,CTCF,encode,single,True,0.8630810379981995
1331,"EFO:0002824 TF ChIP-seq CTCF genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, genetically modified (insertion) using CRISPR targeting H. sapiens MED14",.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,unknown,CTCF,encode,single,True,0.8493778109550476
1332,"EFO:0002824 TF ChIP-seq CTCF genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, genetically modified (insertion) using CRISPR targeting H. sapiens POLR2A",.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,unknown,CTCF,encode,single,True,0.9976716637611389
1333,"EFO:0002824 TF ChIP-seq CTCF genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, genetically modified (insertion) using CRISPR targeting H. sapiens RAD21",.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,unknown,CTCF,encode,single,True,0.8882262706756592
1334,"EFO:0002824 TF ChIP-seq CTCF genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, genetically modified (insertion) using CRISPR targeting H. sapiens SMARCA5",.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,unknown,CTCF,encode,single,True,0.9290798306465149
1335,"EFO:0002824 TF ChIP-seq CTCF genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, genetically modified (insertion) using CRISPR targeting H. sapiens SUPT16H",.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,unknown,CTCF,encode,single,True,0.8583889603614807
1336,EFO:0002824 TF ChIP-seq EGR1,.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,adult,EGR1,encode,single,False,0.905482828617096
1337,EFO:0002824 TF ChIP-seq ELF1,.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,adult,ELF1,encode,single,False,0.7631033658981323
1338,EFO:0002824 TF ChIP-seq FOSL1,.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,adult,FOSL1,encode,single,False,0.8530905246734619
1339,EFO:0002824 TF ChIP-seq JUND,.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,adult,JUND,encode,single,False,0.8062629699707031
1340,EFO:0002824 TF ChIP-seq MAX,.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,adult,MAX,encode,single,False,0.7656803131103516
1341,EFO:0002824 TF ChIP-seq POLR2AphosphoS5,.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,adult,POLR2AphosphoS5,encode,single,False,1.198488473892212
1342,EFO:0002824 TF ChIP-seq RAD21,.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,adult,RAD21,encode,single,False,0.8312313556671143
1343,EFO:0002824 TF ChIP-seq REST,.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,adult,REST,encode,single,False,1.0221929550170898
1344,EFO:0002824 TF ChIP-seq SIN3A,.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,adult,SIN3A,encode,single,False,0.8258180022239685
1345,EFO:0002824 TF ChIP-seq SP1,.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,adult,SP1,encode,single,False,0.7625074982643127
1346,EFO:0002824 TF ChIP-seq SRF,.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,adult,SRF,encode,single,False,0.8278483152389526
1347,EFO:0002824 TF ChIP-seq TEAD4,.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,adult,TEAD4,encode,single,False,1.1584789752960205
1348,EFO:0002824 TF ChIP-seq USF1,.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,adult,USF1,encode,single,False,0.9145222902297974
1349,EFO:0002824 TF ChIP-seq ZFX,.,TF ChIP-seq,EFO:0002824,HCT116,cell_line,adult,ZFX,encode,paired,False,0.7386897802352905
1350,EFO:0002847 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0002847,PC-9,cell_line,unknown,CTCF,encode,single,False,0.8348439931869507
1351,EFO:0002860 TF ChIP-seq POLR2AphosphoS5,.,TF ChIP-seq,EFO:0002860,SK-N-MC,cell_line,child,POLR2AphosphoS5,encode,single,False,0.8760678172111511
1352,EFO:0003042 TF ChIP-seq ASH2L,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,ASH2L,encode,single,False,0.842970609664917
1353,EFO:0003042 TF ChIP-seq ATF2,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,ATF2,encode,single,False,0.8639265298843384
1354,EFO:0003042 TF ChIP-seq ATF3,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,ATF3,encode,single,False,1.17824387550354
1355,EFO:0003042 TF ChIP-seq BACH1,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,BACH1,encode,single,False,0.9036207795143127
1356,EFO:0003042 TF ChIP-seq CEBPB,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,CEBPB,encode,single,False,0.9610663056373596
1357,EFO:0003042 TF ChIP-seq CHD2,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,CHD2,encode,single,False,0.8938555717468262
1358,EFO:0003042 TF ChIP-seq CREB1,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,CREB1,encode,single,False,0.9638521671295166
1359,EFO:0003042 TF ChIP-seq CTBP2,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,CTBP2,encode,single,False,1.2248488664627075
1360,EFO:0003042 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,CTCF,encode,single,False,0.8322102427482605
1361,EFO:0003042 TF ChIP-seq E2F6,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,E2F6,encode,single,False,1.0027190446853638
1362,EFO:0003042 TF ChIP-seq EGR1,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,EGR1,encode,single,False,0.9330720901489258
1363,EFO:0003042 TF ChIP-seq EP300,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,EP300,encode,single,False,1.056801676750183
1364,EFO:0003042 TF ChIP-seq GABPA,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,GABPA,encode,single,False,0.9392080307006836
1365,EFO:0003042 TF ChIP-seq HDAC2,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,HDAC2,encode,single,False,1.0041277408599854
1366,EFO:0003042 TF ChIP-seq JUND,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,JUND,encode,single,False,0.9091247320175171
1367,EFO:0003042 TF ChIP-seq KDM1A,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,KDM1A,encode,single,False,0.8637781143188477
1368,EFO:0003042 TF ChIP-seq MAFK,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,MAFK,encode,single,False,0.9398737549781799
1369,EFO:0003042 TF ChIP-seq MAX,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,MAX,encode,single,False,1.0176339149475098
1370,EFO:0003042 TF ChIP-seq MYC,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,MYC,encode,single,False,1.4887027740478516
1371,EFO:0003042 TF ChIP-seq NRF1,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,NRF1,encode,single,False,0.9525008797645569
1372,EFO:0003042 TF ChIP-seq PHF8,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,PHF8,encode,single,False,1.0374927520751953
1373,EFO:0003042 TF ChIP-seq POLR2A,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,POLR2A,encode,single,False,1.0551276206970215
1374,EFO:0003042 TF ChIP-seq POLR2AphosphoS5,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,POLR2AphosphoS5,encode,single,False,1.5645101070404053
1375,EFO:0003042 TF ChIP-seq RAD21,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,RAD21,encode,single,False,0.7573587894439697
1376,EFO:0003042 TF ChIP-seq RBBP5,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,RBBP5,encode,single,False,1.4658613204956055
1377,EFO:0003042 TF ChIP-seq REST,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,REST,encode,single,False,0.7633985280990601
1378,EFO:0003042 TF ChIP-seq SIN3A,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,SIN3A,encode,single,False,0.782710075378418
1379,EFO:0003042 TF ChIP-seq SIX5,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,SIX5,encode,single,False,1.1115151643753052
1380,EFO:0003042 TF ChIP-seq SP1,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,SP1,encode,single,False,1.0101011991500854
1381,EFO:0003042 TF ChIP-seq SP4,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,SP4,encode,single,False,0.9072044491767883
1382,EFO:0003042 TF ChIP-seq SRF,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,SRF,encode,single,False,1.0989999771118164
1383,EFO:0003042 TF ChIP-seq SUZ12,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,SUZ12,encode,single,False,0.8124634027481079
1384,EFO:0003042 TF ChIP-seq TAF1,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,TAF1,encode,single,False,1.2888585329055786
1385,EFO:0003042 TF ChIP-seq TBP,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,TBP,encode,single,False,0.9174953699111938
1386,EFO:0003042 TF ChIP-seq TCF12,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,TCF12,encode,single,False,1.3108755350112915
1387,EFO:0003042 TF ChIP-seq TEAD4,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,TEAD4,encode,single,False,1.1544599533081055
1388,EFO:0003042 TF ChIP-seq USF1,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,USF1,encode,single,False,1.1435457468032837
1389,EFO:0003042 TF ChIP-seq USF2,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,USF2,encode,single,False,0.8698755502700806
1390,EFO:0003042 TF ChIP-seq YY1,.,TF ChIP-seq,EFO:0003042,H1,cell_line,embryonic,YY1,encode,single,False,0.9756035804748535
1391,EFO:0003045 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0003045,H9,cell_line,embryonic,CTCF,encode,single,False,0.7956581115722656
1392,EFO:0003072 TF ChIP-seq CHD2,.,TF ChIP-seq,EFO:0003072,SK-N-SH,cell_line,child,CHD2,encode,single,False,0.9742451906204224
1393,EFO:0003072 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0003072,SK-N-SH,cell_line,child,CTCF,encode,paired,False,0.8456477522850037
1394,EFO:0003072 TF ChIP-seq ELF1,.,TF ChIP-seq,EFO:0003072,SK-N-SH,cell_line,child,ELF1,encode,single,False,0.8833105564117432
1395,EFO:0003072 TF ChIP-seq EP300,.,TF ChIP-seq,EFO:0003072,SK-N-SH,cell_line,child,EP300,encode,single,False,0.7020170092582703
1396,EFO:0003072 TF ChIP-seq FOSL2,.,TF ChIP-seq,EFO:0003072,SK-N-SH,cell_line,child,FOSL2,encode,single,False,1.0089168548583984
