,name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,transcription_factor,data_source,endedness,genetically_modified,nonzero_mean
0,CL:0000062 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000062,osteoblast,primary_cell,unknown,CTCF,encode,single,False,1.4646735191345215
1,CL:0000115 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000115,endothelial cell,in_vitro_differentiated_cells,adult,CTCF,encode,single,False,0.8410728573799133
2,CL:0000127 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000127,astrocyte,primary_cell,unknown,CTCF,encode,single,False,1.3933230638504028
3,CL:0000127 TF ChIP-seq EZH2,.,TF ChIP-seq,CL:0000127,astrocyte,primary_cell,unknown,EZH2,encode,single,False,0.9597448110580444
4,CL:0000137 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000137,osteocyte,in_vitro_differentiated_cells,embryonic,CTCF,encode,single,False,0.8397707939147949
5,CL:0000138 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000138,chondrocyte,in_vitro_differentiated_cells,embryonic,CTCF,encode,single,False,0.890338122844696
6,CL:0000169 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000169,type B pancreatic cell,in_vitro_differentiated_cells,embryonic,CTCF,encode,single,False,0.8720378875732422
7,CL:0000182 TF ChIP-seq EZH2,.,TF ChIP-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,EZH2,encode,single,False,0.8334417343139648
8,CL:0000223 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000223,endodermal cell,in_vitro_differentiated_cells,embryonic,CTCF,encode,single,False,0.8123546838760376
9,CL:0000236 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000236,B cell,primary_cell,adult,CTCF,encode,single,False,0.8002703189849854
10,CL:0000312 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000312,keratinocyte,primary_cell,unknown,CTCF,encode,single,False,1.284648060798645
11,CL:0000312 TF ChIP-seq EZH2,.,TF ChIP-seq,CL:0000312,keratinocyte,primary_cell,unknown,EZH2,encode,single,False,0.9830278158187866
12,CL:0000515 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000515,skeletal muscle myoblast,primary_cell,adult,CTCF,encode,single,False,1.5029479265213013
13,CL:0000623 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000623,natural killer cell,primary_cell,adult,CTCF,encode,single,False,0.7805054783821106
14,CL:0000624 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000624,"CD4-positive, alpha-beta T cell",primary_cell,adult,CTCF,encode,single,False,0.7936105728149414
15,CL:0000625 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000625,"CD8-positive, alpha-beta T cell",primary_cell,adult,CTCF,encode,single,False,0.7929967045783997
16,CL:0000679 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,adult,CTCF,encode,single,False,0.7829425930976868
17,"CL:0000679 TF ChIP-seq EGR1 male adult (30 years) genetically modified (insertion) using CRISPR targeting H. sapiens EGR1, genetically modified (insertion) using TALEN inserting M. musculus Neurog2",.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,unknown,EGR1,encode,paired,True,0.8382269144058228
18,"CL:0000679 TF ChIP-seq FOSL1 male adult (30 years) genetically modified (insertion) using CRISPR targeting H. sapiens FOSL1, genetically modified (insertion) using TALEN inserting M. musculus Neurog2",.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,unknown,FOSL1,encode,paired,True,0.8304189443588257
19,"CL:0000679 TF ChIP-seq ID3 male adult (30 years) genetically modified (insertion) using CRISPR targeting H. sapiens ID3, genetically modified (insertion) using TALEN inserting M. musculus Neurog2",.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,unknown,ID3,encode,paired,True,0.804589033126831
20,"CL:0000679 TF ChIP-seq TOX4 male adult (30 years) genetically modified (insertion) using CRISPR targeting H. sapiens TOX4, genetically modified (insertion) using TALEN inserting M. musculus Neurog2",.,TF ChIP-seq,CL:0000679,glutamatergic neuron,in_vitro_differentiated_cells,unknown,TOX4,encode,paired,True,0.8099984526634216
21,CL:0000706 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000706,choroid plexus epithelial cell,primary_cell,unknown,CTCF,encode,single,False,1.1716891527175903
22,CL:0000746 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000746,cardiac muscle cell,primary_cell,unknown,CTCF,encode,single,False,1.1875473260879517
23,CL:0000765 TF ChIP-seq POLR2A,.,TF ChIP-seq,CL:0000765,erythroblast,primary_cell,unknown,POLR2A,encode,single,False,0.7051907181739807
24,CL:0000775 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0000775,neutrophil,primary_cell,unknown,CTCF,encode,single,False,0.8925449848175049
25,CL:0001054 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0001054,CD14-positive monocyte,primary_cell,adult,CTCF,encode,single,False,0.818491518497467
26,CL:0002231 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002231,epithelial cell of prostate,primary_cell,unknown,CTCF,encode,paired,False,0.8511254787445068
27,CL:0002306 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002306,epithelial cell of proximal tubule,primary_cell,unknown,CTCF,encode,single,False,1.1598252058029175
28,CL:0002319 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,CTCF,encode,paired,False,0.749674916267395
29,CL:0002319 TF ChIP-seq POLR2AphosphoS5,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,POLR2AphosphoS5,encode,single,False,1.1463578939437866
30,CL:0002319 TF ChIP-seq RAD21,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,RAD21,encode,paired,False,0.7380885481834412
31,CL:0002319 TF ChIP-seq REST,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,REST,encode,single,False,0.9162198305130005
32,CL:0002319 TF ChIP-seq TAF1,.,TF ChIP-seq,CL:0002319,neural cell,in_vitro_differentiated_cells,embryonic,TAF1,encode,single,False,1.1392011642456055
33,CL:0002327 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002327,mammary epithelial cell,primary_cell,unknown,CTCF,encode,single,False,1.2450836896896362
34,CL:0002327 TF ChIP-seq EZH2,.,TF ChIP-seq,CL:0002327,mammary epithelial cell,primary_cell,adult,EZH2,encode,single,False,0.8944395780563354
35,CL:0002328 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002328,bronchial epithelial cell,primary_cell,unknown,CTCF,encode,single,False,3.005260705947876
36,CL:0002351 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002351,progenitor cell of endocrine pancreas,in_vitro_differentiated_cells,embryonic,CTCF,encode,single,False,1.2307456731796265
37,CL:0002518 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002518,kidney epithelial cell,primary_cell,unknown,CTCF,encode,single,False,2.4211244583129883
38,CL:0002547 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002547,fibroblast of the aortic adventitia,primary_cell,unknown,CTCF,encode,single,False,1.274598240852356
39,CL:0002548 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002548,cardiac fibroblast,primary_cell,adult,CTCF,encode,single,False,1.8718514442443848
40,CL:0002551 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002551,fibroblast of dermis,primary_cell,unknown,CTCF,encode,single,False,1.3799303770065308
41,CL:0002553 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002553,fibroblast of lung,primary_cell,adult,CTCF,encode,single,False,1.415972352027893
42,CL:0002555 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002555,fibroblast of mammary gland,primary_cell,unknown,CTCF,encode,single,False,1.4035091400146484
43,CL:0002557 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002557,fibroblast of pulmonary artery,primary_cell,unknown,CTCF,encode,single,False,1.0201530456542969
44,CL:0002558 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002558,fibroblast of villous mesenchyme,primary_cell,unknown,CTCF,encode,single,False,1.4273262023925781
45,CL:0002586 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002586,retinal pigment epithelial cell,primary_cell,unknown,CTCF,encode,single,False,1.1003386974334717
46,CL:0002606 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002606,astrocyte of the spinal cord,primary_cell,unknown,CTCF,encode,single,False,1.3928760290145874
47,CL:0002618 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,CTCF,encode,single,False,1.7536685466766357
48,CL:0002618 TF ChIP-seq FOS,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,FOS,encode,single,False,0.8669484257698059
49,CL:0002618 TF ChIP-seq GATA2,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,GATA2,encode,single,False,0.906671404838562
50,CL:0002618 TF ChIP-seq JUN,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,JUN,encode,single,False,1.0919190645217896
51,CL:0002618 TF ChIP-seq MAX,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,MAX,encode,single,False,1.7286514043807983
52,CL:0002618 TF ChIP-seq MYC,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,MYC,encode,single,False,3.5041909217834473
53,CL:0002618 TF ChIP-seq POLR2A,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,POLR2A,encode,single,False,0.8315737843513489
54,CL:0002618 TF ChIP-seq POLR2AphosphoS5,.,TF ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary_cell,newborn,POLR2AphosphoS5,encode,single,False,1.443261742591858
55,CL:0011012 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0011012,neural crest cell,in_vitro_differentiated_cells,embryonic,CTCF,encode,single,False,0.81313556432724
56,CL:0011019 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0011019,mesothelial cell of epicardium,in_vitro_differentiated_cells,embryonic,CTCF,encode,single,False,0.8631079792976379
57,CL:0011020 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:0011020,neural progenitor cell,in_vitro_differentiated_cells,embryonic,CTCF,encode,single,False,0.7950738668441772
58,CL:0011020 TF ChIP-seq EZH2,.,TF ChIP-seq,CL:0011020,neural progenitor cell,in_vitro_differentiated_cells,embryonic,EZH2,encode,single,False,0.8302525281906128
59,CL:0011020 TF ChIP-seq EZH2phosphoT487,.,TF ChIP-seq,CL:0011020,neural progenitor cell,in_vitro_differentiated_cells,embryonic,EZH2phosphoT487,encode,single,False,0.8300772309303284
60,CL:1001606 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:1001606,foreskin keratinocyte,primary_cell,newborn,CTCF,encode,paired,False,0.7444242238998413
61,CL:1001608 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:1001608,foreskin fibroblast,primary_cell,newborn,CTCF,encode,single,False,2.1409077644348145
62,CL:2000044 TF ChIP-seq CTCF,.,TF ChIP-seq,CL:2000044,brain microvascular endothelial cell,primary_cell,unknown,CTCF,encode,single,False,1.4515867233276367
63,CLO:0021511 TF ChIP-seq CTCF,.,TF ChIP-seq,CLO:0021511,AG10803,cell_line,adult,CTCF,encode,single,False,0.9827740788459778
64,CLO:0021752 TF ChIP-seq CTCF,.,TF ChIP-seq,CLO:0021752,AG09309,cell_line,adult,CTCF,encode,single,False,1.4461826086044312
65,CLO:0021754 TF ChIP-seq CTCF,.,TF ChIP-seq,CLO:0021754,AG09319,cell_line,adult,CTCF,encode,single,False,1.1511443853378296
66,CLO:0034837 TF ChIP-seq CTCF,.,TF ChIP-seq,CLO:0034837,AG04449,cell_line,embryonic,CTCF,encode,single,False,1.4299365282058716
67,EFO:0001086 TF ChIP-seq BCL3,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,BCL3,encode,single,False,0.802237331867218
68,EFO:0001086 TF ChIP-seq CEBPB,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,CEBPB,encode,single,False,0.7535275816917419
69,EFO:0001086 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,CTCF,encode,single,False,0.7353132963180542
70,EFO:0001086 TF ChIP-seq E2F6,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,E2F6,encode,single,False,0.9695870876312256
71,EFO:0001086 TF ChIP-seq EP300,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,EP300,encode,single,False,0.8210097551345825
72,EFO:0001086 TF ChIP-seq FOSL2,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,FOSL2,encode,single,False,0.8825715184211731
73,EFO:0001086 TF ChIP-seq FOSL2 genetically modified (insertion) using CRISPR targeting H. sapiens FOSL2,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,FOSL2,encode,paired,True,0.735476016998291
74,EFO:0001086 TF ChIP-seq FOXF2 genetically modified (insertion) using CRISPR targeting H. sapiens FOXF2,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,FOXF2,encode,paired,True,0.7445882558822632
75,EFO:0001086 TF ChIP-seq GATA3,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,GATA3,encode,single,False,0.8463173508644104
76,EFO:0001086 TF ChIP-seq HOXB5 genetically modified (insertion) using CRISPR targeting H. sapiens HOXB5,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,HOXB5,encode,paired,True,0.7698033452033997
77,EFO:0001086 TF ChIP-seq JUN,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,JUN,encode,single,False,0.7321662902832031
78,EFO:0001086 TF ChIP-seq JUNB,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,JUNB,encode,single,False,0.7885547876358032
79,EFO:0001086 TF ChIP-seq MAFK,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,MAFK,encode,paired,False,0.7966734170913696
80,EFO:0001086 TF ChIP-seq MAX,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,MAX,encode,single,False,0.885604202747345
81,EFO:0001086 TF ChIP-seq MYC,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,MYC,encode,single,False,0.9068970084190369
82,EFO:0001086 TF ChIP-seq NFE2L2,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,NFE2L2,encode,single,False,0.9798657298088074
83,EFO:0001086 TF ChIP-seq NR3C1,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,NR3C1,encode,single,False,0.8179261088371277
84,EFO:0001086 TF ChIP-seq NR5A2 genetically modified (insertion) using CRISPR targeting H. sapiens NR5A2,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,NR5A2,encode,paired,True,0.7356920838356018
85,EFO:0001086 TF ChIP-seq PBX1 genetically modified (insertion) using CRISPR targeting H. sapiens PBX1,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,PBX1,encode,paired,True,0.7502723932266235
86,EFO:0001086 TF ChIP-seq PBX3,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,PBX3,encode,single,False,0.9672203063964844
87,EFO:0001086 TF ChIP-seq PHF8,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,PHF8,encode,single,False,0.7930697202682495
88,EFO:0001086 TF ChIP-seq POLR2A,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,POLR2A,encode,single,False,0.9411997199058533
89,EFO:0001086 TF ChIP-seq POLR2AphosphoS2,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,POLR2AphosphoS2,encode,single,False,1.0521565675735474
90,EFO:0001086 TF ChIP-seq PRDM1 genetically modified (insertion) using CRISPR targeting H. sapiens PRDM1,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,PRDM1,encode,paired,True,0.746936559677124
91,EFO:0001086 TF ChIP-seq RAD21,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,RAD21,encode,single,False,0.947881281375885
92,EFO:0001086 TF ChIP-seq REST,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,REST,encode,single,False,0.7862339615821838
93,EFO:0001086 TF ChIP-seq RFX5,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,RFX5,encode,paired,False,0.8062434792518616
94,EFO:0001086 TF ChIP-seq SIN3A,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,SIN3A,encode,paired,False,0.7901948094367981
95,EFO:0001086 TF ChIP-seq SMC3,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,SMC3,encode,single,False,0.7338576316833496
96,EFO:0001086 TF ChIP-seq TEAD4,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,TEAD4,encode,single,False,1.038738489151001
97,EFO:0001086 TF ChIP-seq USF2,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,USF2,encode,paired,False,0.8009481430053711
98,EFO:0001086 TF ChIP-seq ZFP36,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,ZFP36,encode,paired,False,0.8146527409553528
99,EFO:0001086 TF ChIP-seq ZNF624 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF624,.,TF ChIP-seq,EFO:0001086,A549,cell_line,adult,ZNF624,encode,paired,True,0.7597917318344116
100,EFO:0001099 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0001099,Caco-2,cell_line,adult,CTCF,encode,single,False,1.152646780014038
101,EFO:0001159 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0001159,GM12872,cell_line,unknown,CTCF,encode,single,False,0.9930903911590576
102,EFO:0001160 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0001160,GM12873,cell_line,unknown,CTCF,encode,single,False,1.3824414014816284
103,EFO:0001161 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0001161,GM12874,cell_line,unknown,CTCF,encode,single,False,1.883349061012268
104,EFO:0001162 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0001162,GM12875,cell_line,unknown,CTCF,encode,single,False,1.8309880495071411
105,EFO:0001182 TF ChIP-seq ATF2 genetically modified (insertion) using site-specific recombination targeting H. sapiens ATF2,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ATF2,encode,paired,True,0.837831974029541
106,EFO:0001182 TF ChIP-seq BCL11A genetically modified (insertion) using site-specific recombination targeting H. sapiens BCL11A,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,BCL11A,encode,paired,True,0.8064991235733032
107,EFO:0001182 TF ChIP-seq BCL11B genetically modified (insertion) using site-specific recombination targeting H. sapiens BCL11B,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,BCL11B,encode,paired,True,0.7877625823020935
108,EFO:0001182 TF ChIP-seq CTCF,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,CTCF,encode,single,False,1.9868561029434204
109,EFO:0001182 TF ChIP-seq CTCF genetically modified (insertion) using site-specific recombination targeting H. sapiens CTCF,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,CTCF,encode,paired,True,0.7689615488052368
110,EFO:0001182 TF ChIP-seq EGR2 genetically modified (insertion) using site-specific recombination targeting H. sapiens EGR2,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,EGR2,encode,paired,True,0.942099392414093
111,EFO:0001182 TF ChIP-seq FEZF1 genetically modified (insertion) using site-specific recombination targeting H. sapiens FEZF1,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,FEZF1,encode,paired,True,0.770540177822113
112,EFO:0001182 TF ChIP-seq GLIS1 genetically modified (insertion) using site-specific recombination targeting H. sapiens GLIS1,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,GLIS1,encode,paired,True,0.7717919945716858
113,EFO:0001182 TF ChIP-seq GLIS2 genetically modified (insertion) using site-specific recombination targeting H. sapiens GLIS2,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,GLIS2,encode,paired,True,0.7625502943992615
114,EFO:0001182 TF ChIP-seq HIC1 genetically modified (insertion) using site-specific recombination targeting H. sapiens HIC1,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,HIC1,encode,paired,True,0.762137234210968
115,EFO:0001182 TF ChIP-seq HOXB7 genetically modified (insertion) using CRISPR targeting H. sapiens HOXB7,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,HOXB7,encode,single,True,1.2918630838394165
116,EFO:0001182 TF ChIP-seq IKZF3 genetically modified (insertion) using site-specific recombination targeting H. sapiens IKZF3,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,IKZF3,encode,paired,True,0.7938698530197144
117,EFO:0001182 TF ChIP-seq INSM2 genetically modified (insertion) using site-specific recombination targeting H. sapiens INSM2,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,INSM2,encode,paired,True,0.7724045515060425
118,EFO:0001182 TF ChIP-seq KLF1 genetically modified (insertion) using site-specific recombination targeting H. sapiens KLF1,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,KLF1,encode,paired,True,0.7646961212158203
119,EFO:0001182 TF ChIP-seq KLF10 genetically modified (insertion) using site-specific recombination targeting H. sapiens KLF10,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,KLF10,encode,paired,True,0.7773643136024475
120,EFO:0001182 TF ChIP-seq KLF16 genetically modified (insertion) using site-specific recombination targeting H. sapiens KLF16,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,KLF16,encode,paired,True,0.778775155544281
121,EFO:0001182 TF ChIP-seq KLF17 genetically modified (insertion) using site-specific recombination targeting H. sapiens KLF17,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,KLF17,encode,paired,True,0.7642236351966858
122,EFO:0001182 TF ChIP-seq KLF7 genetically modified (insertion) using site-specific recombination targeting H. sapiens KLF7,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,KLF7,encode,paired,True,0.7775574326515198
123,EFO:0001182 TF ChIP-seq KLF8 genetically modified (insertion) using site-specific recombination targeting H. sapiens KLF8,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,KLF8,encode,paired,True,0.7804300785064697
124,EFO:0001182 TF ChIP-seq KLF9 genetically modified (insertion) using site-specific recombination targeting H. sapiens KLF9,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,KLF9,encode,paired,True,0.7762227058410645
125,EFO:0001182 TF ChIP-seq MAZ genetically modified (insertion) using site-specific recombination targeting H. sapiens MAZ,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,MAZ,encode,paired,True,0.7620867490768433
126,EFO:0001182 TF ChIP-seq MZF1 genetically modified (insertion) using site-specific recombination targeting H. sapiens MZF1,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,MZF1,encode,paired,True,0.7765515446662903
127,EFO:0001182 TF ChIP-seq OSR2 genetically modified (insertion) using site-specific recombination targeting H. sapiens OSR2,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,OSR2,encode,paired,True,0.7826107740402222
128,EFO:0001182 TF ChIP-seq PATZ1 genetically modified (insertion) using site-specific recombination targeting H. sapiens PATZ1,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,PATZ1,encode,paired,True,0.748282253742218
129,EFO:0001182 TF ChIP-seq PBX3 genetically modified (insertion) using CRISPR targeting H. sapiens PBX3,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,PBX3,encode,single,True,0.9701140522956848
130,EFO:0001182 TF ChIP-seq PRDM1 genetically modified (insertion) using site-specific recombination targeting H. sapiens PRDM1,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,PRDM1,encode,paired,True,0.7565638422966003
131,EFO:0001182 TF ChIP-seq PRDM10 genetically modified (insertion) using site-specific recombination targeting H. sapiens PRDM10,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,PRDM10,encode,paired,True,0.7495290637016296
132,EFO:0001182 TF ChIP-seq PRDM4 genetically modified (insertion) using site-specific recombination targeting H. sapiens PRDM4,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,PRDM4,encode,paired,True,0.7826750874519348
133,EFO:0001182 TF ChIP-seq PRDM6 genetically modified (insertion) using site-specific recombination targeting H. sapiens PRDM6,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,PRDM6,encode,paired,True,0.8096958994865417
134,EFO:0001182 TF ChIP-seq REST genetically modified (insertion) using site-specific recombination targeting H. sapiens REST,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,REST,encode,paired,True,0.7782301306724548
135,EFO:0001182 TF ChIP-seq SCRT1 genetically modified (insertion) using site-specific recombination targeting H. sapiens SCRT1,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,SCRT1,encode,paired,True,0.7717620730400085
136,EFO:0001182 TF ChIP-seq SCRT2 genetically modified (insertion) using site-specific recombination targeting H. sapiens SCRT2,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,SCRT2,encode,paired,True,0.7433635592460632
137,EFO:0001182 TF ChIP-seq SETDB1,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,SETDB1,encode,single,False,0.8838952779769897
138,EFO:0001182 TF ChIP-seq SP2 genetically modified (insertion) using site-specific recombination targeting H. sapiens SP2,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,SP2,encode,paired,True,0.7322329878807068
139,EFO:0001182 TF ChIP-seq SP3 genetically modified (insertion) using site-specific recombination targeting H. sapiens SP3,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,SP3,encode,paired,True,0.7650193572044373
140,EFO:0001182 TF ChIP-seq SP7 genetically modified (insertion) using site-specific recombination targeting H. sapiens SP7,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,SP7,encode,paired,True,0.7388457655906677
141,EFO:0001182 TF ChIP-seq TCF7L2,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,TCF7L2,encode,single,False,0.8792089223861694
142,EFO:0001182 TF ChIP-seq TRIM28,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,TRIM28,encode,single,False,0.7131395936012268
143,EFO:0001182 TF ChIP-seq WT1 genetically modified (insertion) using site-specific recombination targeting H. sapiens WT1,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,WT1,encode,paired,True,0.7709176540374756
144,EFO:0001182 TF ChIP-seq YY1 genetically modified (insertion) using site-specific recombination targeting H. sapiens YY1,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,YY1,encode,paired,True,0.7788075804710388
145,EFO:0001182 TF ChIP-seq YY2 genetically modified (insertion) using site-specific recombination targeting H. sapiens YY2,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,YY2,encode,paired,True,0.7768064141273499
146,EFO:0001182 TF ChIP-seq ZBTB10 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZBTB10,.,TF ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,ZBTB10,encode,paired,True,0.7738956809043884
